"DLN","YEAR","CASE #","ROAD SYSTEM CODE","COUNTY","MUNICIPALITY","CRASH DATE","DEPARTMENT NAME","DEPARTMENT #","STATION","LOCATION","ROUTE","SRI","MILEPOST","CROSS STREET","IS RAMP?","RAMP ROUTE","STATE","FIRST EVENT CODE","SECOND EVENT CODE","THIRD EVENT CODE","FOURTH EVENT CODE","MOST HARMFUL EVENT CODE","OTHER PROPERTY DAMAGE","SEVERITY RATING"
"17108539","2017","17-01949","02","06","10","2017-01-21 ","MILLVILLE PD","01","","NJ 47","47  ","00000047__","42.220 ","BLUEBIRD LANE","","","NJ","50","","","","","TURNING LANE TRAFFIC SIGN","1"
"17902280","2017","B020-2017-00058A","01","21","11","2017-01-23 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 4","I-80","80  ","00000080__","10.600 ","","","","PA","06","46","","","46","","1"
"17104469","2017","17-004520","02","20","04","2017-01-14 ","ELIZABETH PD","01","","US 1","1   ","00000001__","","","","","NY","69","","","","","","1"
"17100723","2017","17-1070","02","11","07","2017-01-11 ","LAWNSIDE BORO PD","01","","US 1","1   ","00000001__","3.560  ","CR 616 / WHITEHEAD RD","","","PA","26","48","56","","48","","2"
"17902313","2017","B060-2017-00267A","01","02","42","2017-01-23 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-287","287 ","00000287__","58.100 ","","","","NJ","05","50","","","50","","1"
"17901328","2017","B050-2017-00048A","02","19","14","2017-01-11 ","NEW JERSEY STATE POLICE","02","SUSSEX - SQUAD","NJ 23","23  ","00000023__","51.000 ","","","","NJ","08","46","","","","","2"
"17108275","2017","17-00122","02","09","06","2017-01-03 ","JERSEY CITY PD","01","NORTH","US 1 TRUCK","1   ","00000001T_","3.480  ","WALLIS AVE","","","NJ","48","","","","","","1"
"17900836","2017","B080-2017-00005A","01","14","33","2017-01-02 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","53.500 ","","","","NJ","48","","","","","","1"
"17300258","2017","17000177","02","11","11","2017-01-05 ","TRENTON PD","01","TRENTON","NJ 29","29  ","00000029__","","MARKET ST","","","PA","05","56","46","60","46","DEPT OF TRANSPORTATION METAL GUARD RAIL","1"
"17111360","2017","I-2017-005178","02","14","27","2017-01-24 ","MOUNT OLIVE TWP PD","01","","US 206","206 ","00000206__","97.740 ","INTERNATIONAL DR","","","NJ","46","","","","46","","1"
"17110094","2017","17-000857","01","04","09","2017-01-04 ","CHERRY HILL TWP PD","01","","I-295","295 ","00000295__","34.800 ","","T","RT. 70","NJ","56","50","54","60","50","YIELD SIGN; SUPPORT WIRE FOR UTILITY POLE# 64481","1"
"17103372","2017","2017-173","02","03","04","2017-01-07 ","BORDENTOWN TWP  PD","01","","US 130","130 ","00000130__","","BURLINGTON RD","","","NJ","05","46","","","46","","1"
"17901723","2017","B060-2017-00193A","01","16","08","2017-01-17 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","58.800 ","","","","NJ","06","48","","","48","","1"
"17901995","2017","B060-2017-00288A","01","07","17","2017-01-26 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","10.600 ","","","","NJ","06","48","","","48","","2"
"17167185","2017","2017-2196","02","09","01","2017-01-10 ","BAYONNE PD","01","HQ","NJ 440","440 ","00000440__","21.870 ","","T","PULASKI STREET","NJ","41","29","","","","THE TRAILER OF VEHICLE 1 FISHTAILED AND DESTROYED AN IMPACT ATTENUATOR BELONGIN?","1"
"17102701","2017","17-001923","02","16","08","2017-01-07 ","PATERSON PD","01","111 BROADWAY","NJ 20","20  ","00000020__","0.700  ","I- 80","","","NJ","48","","","","48","","1"
"17107340","2017","I-2017-002162","02","07","01","2017-01-18 ","BELLEVILLE PD","01","HO","NJ 21","21  ","00000021__","6.230  ","ROUTE 506 / BELLEVILLE TPK / RUTGER","","","NJ","26","48","01","","01","","3"
"17256763","2017","P1700733417-1203","02","07","14","2017-01-07 ","NEWARK PD","01","5TH CC#17-1203","US 22","22  ","00000022__","","","","","NJ","50","","","","","STRUCK 1&9 EXPRESS EXIT SIGN.","1"
"17902265","2017","A310-2017-00138A","01","04","14","2017-01-16 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-76","76  ","00000076__","1.200  ","","T","SH-130","NJ","05","46","","","46","","1"
"17900183","2017","B050-2017-00001A","02","19","10","2017-01-01 ","NEW JERSEY STATE POLICE","02","SUSSEX - SQUAD","US 206","206 ","00000206__","112.000","SH-94","","","NJ","46","01","","","01","10 FEET OF GUARDRAIL DAMAGED. PROPERTY OF NJDOT TRENTON.","1"
"17128149","2017","17001107","02","07","20","2017-01-24 ","VERONA PD","01","VERONA","NJ 23","23  ","00000023__","0.490  ","CAMBRIDGE RD","","","NJ","26","56","50","50","26","TRAFFIC SIGNAL POLE, THREE TRAFFIC POST, UTILITY POLE #61242CG","5"
"17128149","2017","17001107","02","07","20","2017-01-24 ","VERONA PD","01","VERONA","NJ 23","23  ","00000023__","0.490  ","CAMBRIDGE RD","","","NJ","26","56","51","50","26","TRAFFIC SIGNAL POLE, THREE TRAFFIC POST, UTILITY POLE #61242CG","5"
"17129975","2017","17001423","02","12","15","2017-01-07 ","NORTH BRUNSWICK TWP PD","01","","US 1","1   ","00000001__","21.940 ","COMMERCE BLVD","","","NJ","49","","","","49","METAL END CAP OF CENTER MEDIAN SCUFFED","1"
"17110657","2017","2017-1455","02","08","22","2017-01-21 ","WOODBURY CITY PD","01","WOODBURY PD","NJ 45","45  ","00000045__","","","","","NJ","69","","","","69","STEPS AND WOODEN PILLAR BELONING TO 101 S. BROAD ST","1"
"17107352","2017","I-2017-001842","02","14","35","2017-01-25 ","ROCKAWAY TWP PD","01","","NJ 15","15  ","00000015__","","","","","NJ","26","06","50","","26","DRIVER STRUCK 2 SIGNS AS SHE VEERED OFF THE ROADWAY, DOT NOTIFIED","2"
"17902865","2017","C040-2017-00028A","02","10","16","2017-01-16 ","NEW JERSEY STATE POLICE","02","KINGWOOD - SQUA","NJ 12","12  ","00000012__","3.250  ","CR-519","","","NJ","05","56","50","01","","STREET SIGN","1"
"17101394","2017","17NT00833","02","13","34","2017-01-10 ","NEPTUNE TWP PD","01","","NJ 33","33  ","00000033__","41.380 ","NJ 35","","","NJ","26","56","54","","26","","3"
"17104140","2017","2017-01766","02","04","22","2017-01-29 ","LINDENWOLD BORO PD","01","DISTRICT 22","US 30","30  ","00000030__","12.910 ","CR 700 / LINDEN AVE","","","NJ","26","59","","","26","SMALL GRASS AREA SUSTAINED TIRE TRACK MARKS ON THE PROPERTY OF 14 N, WHITE HORS?","1"
"17129802","2017","17OT00846","02","13","37","2017-01-11 ","OCEAN TWP PD (MONMOUTH)","01","52","NJ 35","35  ","00000035__","26.580 ","DEAL RD","","","NJ","26","48","","","26","","1"
"17105690","2017","P1700974617-1549","02","07","14","2017-01-10 ","NEWARK PD","01","3RD","NJ 21","21  ","00000021__","0.220  ","","","","NJ","48","00","00","00","00","","1"
"17105567","2017","201700009","02","04","06","2017-01-01 ","BERLIN TWP PD","01","","NJ 73","73  ","00000073__","","COOPER RD","","","NY","50","56","58","69","","SEE NARRATIVE PAGE 2","1"
"17500096","2017","17-3263-AC","02","11","07","2017-01-30 ","LAWRENCE TWP PD","01","","US 1","1   ","00000001__","7.950  ","","","","NJ","26","56","50","01","50","-STATE DOT-BRUNSWICK PIKE LAWRENCEVILLE NJ 08648","1"
"17102697","2017","2017-001726","02","16","02","2017-01-06 ","PATERSON PD","01","B2 SQUAD PATROL","US 46","46  ","00000046__","","CR 530","","","NJ","48","55","","","","","1"
"17901406","2017","C060-2017-00133A","01","11","07","2017-01-20 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-295","295 ","00000295__","67.200 ","","","","NJ","05","46","26","","","3 FT. GUARDRAIL DAMAGE.","1"
"17901341","2017","B060-2017-00119A","01","07","14","2017-01-10 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","13.000 ","","","","NJ","26","46","15","","46","","3"
"17501110","2017","BS-17-006177","02","02","46","2017-01-25 ","BERGEN CO SHERIFFS DEPT","05","PARAMUS","NJ 4","4   ","00000004__","","RIVER RD CR 41","","","NY","69","","","","","","1"
"17902631","2017","C060-2017-00142A","01","11","03","2017-01-22 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-295","295 ","00000295__","63.000 ","","","","NJ","48","","","","48","","1"
"17106563","2017","P17008873","02","07","14","2017-01-09 ","NEWARK PD","01","3RD PRECINCT","US 1","1   ","00000001__","","","","","NJ","27","48","","","48","POWER LINE POLE SNAPPED DURING THE ACCIDENT, RENDERING IT UNSTABLE, UNABLE TO G?","3"
"17103675","2017","2017-000649","02","21","15","2017-01-21 ","LOPATCONG TWP PD","01","","US 22","22  ","00000022__","2.140  ","NJ 57","","","NJ","56","46","","","46","GUIDERAIL AT MILE POST 2.14","1"
"17900133","2017","C060-2017-00035A","01","11","06","2017-01-06 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-95 MERCER COUNTY","95  ","00000095M_","3.000  ","","","","NJ","05","60","59","","59","ROADSIDE FENCE","1"
"17901189","2017","A310-2017-00057A","02","04","30","2017-01-07 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","NJ 42","42  ","00000042__","13.300 ","","","","PA","06","46","","","46","GUARDRAIL FACE- NJDOT-CHERRY HILL","1"
"17902860","2017","B150-2017-00031A","02","10","13","2017-01-30 ","NEW JERSEY STATE POLICE","02","WASHINGTON - SQ","NJ 31","31  ","00000031__","38.700 ","","","","","05","47","","","47","5 FEET OF NJ DOT GUARDRAIL","1"
"17902415","2017","B060-2017-00342A","01","02","33","2017-01-31 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-287","287 ","00000287__","67.000 ","","","","NJ","46","","","","46","","1"
"17104650","2017","17FT00496","02","13","16","2017-01-07 ","FREEHOLD TWP PD","01","","NJ 18","18  ","00000018__","22.840 ","ROUTE 537","","","NJ","06","58","46","","46","MINOR GUARD RAIL DAMAGE","1"
"17900207","2017","D030-2017-00003A","03","09","06","2017-01-01 ","NEW JERSEY STATE POLICE","02","NEWARK - SQUAD","I-78","78  ","00000078__","","","","","NJ","48","","","","48","CONCRETE BARRIER, NJTA PO BOX 5042 WOODBRIDGE, NJ 07095-5042","1"
"17105254","2017","2017001861","02","16","14","2017-01-12 ","WAYNE PD","01","","US 46","46  ","00000046__","","RT46 RAMP I","","","NJ","46","","","","","","1"
"17901836","2017","A310-2017-00104A","01","04","14","2017-01-11 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-76","76  ","00000076__","0.700  ","","","","NJ","06","48","","","48","","1"
"17500972","2017","I-2017-001697","02","15","30","2017-01-20 ","STAFFORD TWP PD","01","STAFFORD","NJ 72","72  ","00000072__","","","","","NJ","46","","","","","","1"
"17118175","2017","2017003956","02","16","02","2017-01-23 ","CLIFTON PD","01","","US 46","46  ","00000046__","","","T","GROVE ST","","56","69","","","69","STOP SIGN/WRONG WAY SIGN","1"
"17101561","2017","1701232501","02","04","08","2017-01-23 ","CAMDEN COUNTY METRO POLICE","01","PATROL PLT. 2 ?","US 30","30  ","00000030__","1.750  ","FLANDERS AVE","","","NJ","26","48","","","","","2"
"17502856","2017","17001641","02","12","19","2017-01-23 ","SAYREVILLE PD","01","SAYREVILLE","NJ 35","35  ","00000035__","","","","","NJ","48","48","","","48","","1"
"17103478","2017","2017002605","02","10","06","2017-01-28 ","CLINTON TWP PD","01","","NJ 31","31  ","00000031__","29.930 ","CR 623 / ALLERTON RD","","","NJ","56","05","46","","56","STATE OF NEW JERSEY GUIDE RAIL","1"
"17101400","2017","17NT01192","02","13","34","2017-01-14 ","NEPTUNE TWP PD","01","","NJ 18","18  ","00000018__","9.390  ","CR 17 / BANGS AVE","","","NJ","06","05","46","","46","30 FEET OF GUARD RAIL ON THE EAST SIDE OF SR 18 NB DAMAGED","3"
"17901060","2017","B080-2017-00050A","01","14","31","2017-01-09 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","52.000 ","","","","NJ","06","48","06","47","48","10 FEET OF NJDOT CONCRETE TRAFFIC BARRIER.
10 FEET OF NJDOT GUARDRAIL END.","3"
"17901342","2017","B060-2017-00133A","01","07","22","2017-01-11 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","10.000 ","","","","NJ","06","48","48","","","","2"
"17236475","2017","ER-17-00279","02","02","12","2017-01-10 ","EAST RUTHERFORD PD","01","","NJ 120","120 ","00000120__","2.600  ","","","","NJ","47","","","","","GUARDRAIL FACE","2"
"17901065","2017","B080-2017-00066A","01","14","39","2017-01-10 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","","","","","NJ","26","06","48","05","48","","1"
"17901621","2017","C060-2017-00104A","02","11","03","2017-01-14 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","NJ 129","129 ","00000129__","0.500  ","","T","NJ 29","NJ","05","48","","","","","1"
"17103457","2017","17-01444","02","07","04","2017-01-26 ","CEDAR GROVE PD","01","","NJ 23","23  ","00000023__","1.970  ","BOWDEN RD","","","NJ","28","56","62","69","28","FIRE HYDRANT IN FRONT OF #576 ROUTE 23, FRONT OF BUILDING #576 ROUTE 23","2"
"17135263","2017","17SB00103","02","13","43","2017-01-07 ","SEA BRIGHT PD","01","NJ0134300","NJ 36","36  ","00000036__","","","","","NJ","19","61","69","","69","DAMAGE TO MAILBOX OF 596 OCEAN AVE AND NORTH END OF BRICK WALL OF 602 OCEAN AVE.","1"
"17102671","2017","17005021","02","10","05","2017-01-11 ","CLINTON TOWN PD","01","HQ","NJ 31","31  ","00000031__","32.990 ","MOEBUS PL","","","NJ","46","","","","46","GUARDRAIL DAMAGED","1"
"17116056","2017","17-03066","02","16","07","2017-01-14 ","PASSAIC PD","01","","NJ 21","21  ","00000021__","12.600 ","","","","NJ","48","","","","48","","2"
"17106395","2017","P1702584517-3783","02","07","14","2017-01-23 ","NEWARK PD","01","NWK CC#3783","US 22","22  ","00000022__","","","","","PA","26","46","","","26","","1"
"17185424","2017","2017-000296","02","04","07","2017-01-12 ","BROOKLAWN PD","01","","US 130","130 ","00000130__","26.000 ","HAAKON AVE","","","NJ","48","","","","48","","3"
"17306231","2017","1701-0177","02","01","02","2017-01-07 ","ATLANTIC CITY PD","01","","US 30","30  ","00000030__","55.800 ","","","","NJ","05","59","01","57","01","FENCING - STATE OF NJ","1"
"17901084","2017","B130-2017-00193A","01","18","20","2017-01-13 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","37.100 ","","F","CR 651","NJ","46","","","","46","","1"
"17900284","2017","C060-2017-00001A","01","11","03","2017-01-01 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-295","295 ","00000295__","63.500 ","","","","NJ","06","46","46","","","DAMAGE TO FACE OF GUARDRAIL AT MILEPOST 63.5.","3"
"17900838","2017","B080-2017-00022A","01","14","29","2017-01-01 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","44.700 ","","","","MA","05","46","","","","","1"
"17900789","2017","A310-2017-00007A","02","08","02","2017-01-02 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","NJ 42","42  ","00000042__","11.400 ","","F","DEPTFORD CENTER ROAD","NJ","05","56","48","","48","","1"
"17902343","2017","B080-2017-00202A","01","19","04","2017-01-24 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","23.000 ","","","","NY","46","46","","","46","10 FEET OF NJDOT GUARDRAIL.","1"
"17901559","2017","B110-2017-00043A","01","10","25","2017-01-17 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","13.400 ","","","","PA","06","46","","","","30 FEET OF GUARDRAIL LOCATED AT MILE POST 13.4.","3"
"17902496","2017","B080-2017-00190A","01","14","26","2017-01-23 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","","","","","NJ","06","46","","","46","","1"
"17900404","2017","A310-2017-00014A","01","04","04","2017-01-03 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","27.100 ","","","","PA","48","","","","48","CONCRETE TRAFFIC BARRIER NJ DOT CHERRY HILL NJ 08083","1"
"17903612","2017","C060-2017-00188A","02","11","11","2017-01-27 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","NJ 29","29  ","00000029__","2.000  ","","","","NJ","48","","","","48","CONCRETE TRAFFIC BARRIER OWNED BY:
DOT
P.O. BOX 600
TRENTON, NJ 08625-0600","1"
"17108774","2017","2017000009","02","04","06","2017-01-01 ","BERLIN TWP PD","01","","NJ 73","73  ","00000073__","","COPPER RD","","","NY","50","56","58","69","","SEE NARRATIVE PAGE 2","1"
"17117871","2017","I-2017-000573","02","02","46","2017-01-04 ","PARAMUS PD","01","","NJ 4","4   ","00000004__","","","","","NJ","05","56","54","28","","MINIMAL DAMAGE ON CURB AND LIGHT POLE IN LOT.","1"
"17116222","2017","P1700299117-0473","02","07","14","2017-01-03 ","NEWARK PD","01","5TH","US 22","22  ","00000022__","","","","","NY","46","","","","","","2"
"17903882","2017","B060-2017-00353A","01","09","04","2017-02-01 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","14.530 ","","","","NY","26","48","","","48","","2"
"17900630","2017","B060-2017-00047A","01","02","57","2017-01-04 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","62.800 ","","","","NJ","26","05","46","","26","","1"
"17100995","2017","2017002779","02","16","02","2017-01-17 ","CLIFTON PD","01","","NJ 3","3   ","00000003__","3.820  ","CR 601 / MAIN AVE","","","GA","48","","","","48","","1"
"17367564","2017","I-2017-000837","02","12","20","2017-01-28 ","SOUTH AMBOY PD","01","17-02B","US 9","9   ","00000009__","129.770","","F","NJ 35","NJ","48","46","","","48","CONCRETE JERSEY BARRIER (NJDOT)","1"
"17902418","2017","B080-2017-00103A","01","14","08","2017-01-15 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","40.000 ","","","","NJ","13","06","48","","48","","2"
"17902330","2017","B080-2017-00059A","01","14","21","2017-01-09 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","49.300 ","","","","NJ","06","48","","","48","","2"
"17163173","2017","2017-000003","02","04","12","2017-01-01 ","COLLINGSWOOD PD","01","COLLINGSWOOD PD","US 130","130 ","00000130__","","HADDON AVE","","","NJ","56","69","","","69","FRONT DOOR AND SEVERAL BRICKS AROUND THE DOOR FRAME AT 48 HADDON AVENUE.","2"
"17902155","2017","B130-2017-00310A","01","20","18","2017-01-23 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","46.400 ","","","","PA","06","48","","","48","","1"
"17902276","2017","A310-2017-00235A","01","08","21","2017-01-30 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","24.800 ","","F","RT 130","NJ","05","48","","","48","CONCRETE BARRIER - NJDOT","1"
"17103328","2017","17-02938","02","07","16","2017-01-19 ","NUTLEY PD","01","","NJ 21","21  ","00000021__","","","","","NJ","48","","","","48","","1"
"17108195","2017","17NT00190","02","13","34","2017-01-03 ","NEPTUNE TWP PD","01","","NJ 66","66  ","00000066__","3.010  ","","F","NJ 18","NJ","56","50","","","56","DO NOT TURN SIGN","1"
"17114434","2017","2017-002691","02","14","32","2017-01-25 ","RANDOLPH TWP PD","01","DISTRICT 2","NJ 10","10  ","00000010__","7.120  ","","T","CR 665","NJ","06","56","50","","50","DAMAGE TO D.O.T. STREET SIGN D.O.T. NOTIFIED VIA TELEPHONE BY MORRIS COUNTY COM?","1"
"17122901","2017","17-04885","02","07","16","2017-02-01 ","NUTLEY PD","01","","NJ 21","21  ","00000021__","8.700  ","","","","NJ","26","48","","","48","","3"
"17900920","2017","B130-2017-00160A","01","20","17","2017-01-11 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","49.100 ","","T","NJ 24","NJ","05","46","46","","46","10 FEET NJDOT GUARDRAIL","1"
"17104942","2017","17-00367","02","16","07","2017-01-02 ","PASSAIC PD","01","","NJ 21","21  ","00000021__","11.200 ","","","","NY","26","56","69","","","","2"
"17125530","2017","2017-00000554","02","03","38","2017-01-09 ","WILLINGBORO PD","01","","US 130","130 ","00000130__","43.010 ","CR 630 / CHARLESTON RD / COOPER ST","","","","69","","","","","DAMAGE TO TWO UTILITY POLES:#1-60687WI/#2-UNKNOWN INFORMATION. HEAVY DAMAGE TO ?","1"
"17367969","2017","17-00115","01","16","16","2017-01-12 ","WOODLAND PARK PD","01","","I-80","80  ","00000080__","57.070 ","CR 636 / SQUIRRELWOOD DR","","","NJ","50","","","","50","ROUTE 80 E STOP SIGN - NJDOT","1"
"17900322","2017","B050-2017-00014A","02","19","24","2017-01-01 ","NEW JERSEY STATE POLICE","02","SUSSEX - SQUAD","NJ 23","23  ","00000023__","47.260 ","ROUTE 519","","","NJ","13","08","05","46","46","12 FEET OF GUARDRAIL BELONGING TO NJDOT.","1"
"17902808","2017","B110-2017-00041A","01","10","06","2017-01-16 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","17.500 ","","","","NJ","26","05","46","57","46","8 FEET OF GUARDRAIL FACE.","1"
"17902808","2017","B110-2017-00041A","01","10","06","2017-01-16 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","17.500 ","","","","OR","26","46","","","46","8 FEET OF GUARDRAIL FACE.","1"
"17901195","2017","B110-2017-00021A","01","10","06","2017-01-10 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","17.600 ","","","","NJ","05","46","46","","46","","1"
"17903182","2017","B080-2017-00201A","01","14","08","2017-01-24 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","40.300 ","","","","NJ","05","58","47","","47","APPROXIMATELY 6FT OF GUARDRAIL DAMAGE","1"
"17146365","2017","17-00523","02","02","17","2017-01-09 ","FAIR LAWN PD","01","3202","NJ 208","208 ","00000208__","","VIRGINIA DR","","","NJ","26","48","","","","","1"
"17119712","2017","17-02983","02","14","14","2017-01-31 ","JEFFERSON TWP PD","01","","NJ 15","15  ","00000015__","7.000  ","","T","WELDON RD","NJ","05","46","","","46","","1"
"17165759","2017","2017003039","02","06","14","2017-01-15 ","VINELAND PD","01","VINELAND PD","NJ 56","56  ","00000056__","7.690  ","NJ 55","","","NJ","26","48","","","","","1"
"17165759","2017","2017003039","02","06","14","2017-01-15 ","VINELAND PD","01","VINELAND PD","NJ 56","56  ","00000056__","7.690  ","NJ 55","","","NJ","26","48","","","","","1"
"17103353","2017","2017-0181","02","03","04","2017-01-07 ","BORDENTOWN TWP  PD","01","","US 206","206 ","00000206__","37.440 ","ELM AVE","","","NJ","56","52","50","69","","STOP SIGN AND ONE WAY SIGN (BORDENTOWN TWP) / WALL @ 839 RT 206 (MCINTYRE RES)","2"
"17118200","2017","2017004909","02","16","02","2017-01-29 ","CLIFTON PD","01","","NJ 3","3   ","00000003__","","","T","CR 601","PA","56","46","","","46","","3"
"17167198","2017","2017-2856","02","09","01","2017-01-12 ","BAYONNE PD","01","BAYONNE","NJ 440","440 ","00000440__","21.900 ","PULASKI ST","","","NJ","26","46","","","46","GUARD RAIL DEPARTMENT OF TRANSPORTATION NOTIFIED HAZARD REMOVED FROM ROADWAY","2"
"17125937","2017","17-001104","02","20","07","2017-01-29 ","HILLSIDE PD","01","","US 22","22  ","00000022__","57.960 ","HILLDALE PL","","","NJ","48","","","","48","","1"
"17115108","2017","17-14","02","15","25","2017-01-20 ","POINT PLEASANT BEACH PD","01","","NJ 35","35  ","00000035__","13.390 ","NEW JERSEY AVE","","","NJ","26","69","","","","","2"
"17120509","2017","17-06341","02","16","07","2017-01-27 ","PASSAIC PD","01","","NJ 21","21  ","00000021__","","","T","UNION AVE BRIDGE","NJ","06","46","","","46","","1"
"17115921","2017","2017-1977","02","20","19","2017-01-08 ","UNION TWP PD","01","","US 22","22  ","00000022__","55.860 ","GARDEN STATE PARKWAY","","","NJ","56","46","","","46","GAURD RAIL","1"
"17105160","2017","2017000490","02","16","02","2017-01-04 ","CLIFTON PD","01","","NJ 19","19  ","00000019__","","","T","BROAD ST","NJ","46","46","","","","","2"
"17108440","2017","P1702356517-3465","02","07","14","2017-01-21 ","NEWARK PD","01","3RD PRECINCT","US 1","1   ","00000001__","","","","","NJ","06","48","","","","","2"
"17104785","2017","17-003372","03","20","04","2017-01-11 ","ELIZABETH PD","01","","NJ 81","81  ","00000081__","","CR 624 / NORTH AVE","","","NJ","54","54","","","","TWO LIGHT POLES","2"
"17116050","2017","17-03278","02","16","07","2017-01-15 ","PASSAIC PD","01","","NJ 21","21  ","00000021__","","","T","UNION AVE","NJ","45","","","","45","BRIDGE RAIL IS DAMAGED","4"
"17100840","2017","2017-001164","02","21","19","2017-01-16 ","PHILLIPSBURG PD","01","","US 22","22  ","00000022__","","MORRIS STREET","","","PA","46","","","","46","DAMAGE TO GUARD RAIL ON NORTH SIDE OF MEMORIAL PARKWAY FROM V1 IMPACT.","1"
"17114311","2017","I-2017-000798","02","07","01","2017-01-06 ","BELLEVILLE PD","01","HO","NJ 21","21  ","00000021__","","","","","NJ","56","48","","","","","1"
"17900816","2017","B060-2017-00080A","01","16","08","2017-01-07 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","57.600 ","","","","PA","26","05","56","46","","","1"
"17109911","2017","170001774","02","04","27","2017-01-07 ","PENNSAUKEN TWP PD","01","06","US 30","30  ","00000030__","","","T","RT 130","PA","69","56","","","69","","1"
"17130648","2017","17-00041","02","02","58","2017-01-01 ","RUTHERFORD PD","01","","NJ 17","17  ","00000017__","","","","","NJ","56","46","05","50","46","DOUBLE ARROW TRAFFIC SIGN SUPPORT LOCATED ON THE GRASS MEDIAN WAS STRUCK AND DA?","1"
"17112930","2017","17001798","02","10","26","2017-01-04 ","WEST AMWELL TWP PD","01","","NJ 179","179 ","00000179__","3.670  ","CR 601 / MT AIRY VILLAGE RD","","","PA","26","56","50","","50","STREET SIGN","1"
"17901769","2017","B080-2017-00194A","01","14","12","2017-01-23 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","39.200 ","","","","PA","06","48","","","48","CONCRETE BARRIER - STATE OF NJ","1"
"17104483","2017","1701280137","02","04","08","2017-01-28 ","CAMDEN COUNTY METRO POLICE","01","","US 30","30  ","00000030__","","LINDEN ST. OFF RAMP","","","NJ","47","15","","","","DAMAGE TO GUARDRAIL HIT.","1"
"17117332","2017","I-2017-002197","02","02","46","2017-01-13 ","PARAMUS PD","01","","NJ 4","4   ","00000004__","","","","","NJ","26","06","69","69","26","VEHICLE 1 STRUCK A YELLOW EMERGENCY POLE AND TWO DIFFERENT EXTERIOR AREAS OF """"?","3"
"17111342","2017","I-2017-004625","02","14","27","2017-01-21 ","MOUNT OLIVE TWP PD","01","","US 206","206 ","00000206__","93.490 ","MOONEY RD","","","NJ","26","06","47","60","47","GUARDRAIL #1068 LOCATED ON MOONEY ROAD DAMAGED.","3"
